"","c..d1.MZ619041.1....d1.MZ229304.1....d1.MZ229305.1....d1.MZ312926.1..."
"3290","d1.EU482712.1"
"3291","d1.EU482713.1"
"3292","d1.EU482714.1"
"3293","d1.EU482715.1"
"3294","d1.EU482716.1"
"3295","d1.EU482717.1"
"3296","d1.EU482718.1"
"3297","d1.EU482789.1"
"3298","d1.EU482790.1"
"3299","d1.EU482791.1"
"3300","d1.EU482792.1"
"3301","d1.EU482794.1"
"3302","d1.EU482795.1"
"3303","d1.EU482793.1"
"3304","d1.EU482796.1"
"3305","d1.EU482798.1"
"3306","d1.EU482800.1"
"3307","d1.EU482801.1"
"3308","d1.EU482797.1"
"3309","d1.EU482802.1"
"3310","d1.EU482799.1"
"3311","d1.EU482804.1"
"3312","d1.EU482803.1"
"3313","d1.EU482808.1"
"3314","d1.EU482807.1"
"3315","d1.EU482806.1"
"3316","d1.EU482810.1"
"3317","d1.EU482805.1"
"3318","d1.EU482811.1"
"3319","d1.EU482809.1"
"3320","d1.EU482812.1"
"3321","d1.EU482813.1"
"3322","d1.EU482815.1"
"3323","d1.EU482814.1"
"3324","d1.EU482817.1"
"3325","d1.EU482816.1"
"3326","d1.EU482819.1"
"3327","d1.EU482820.1"
"3328","d1.EU482818.1"
"3329","d1.EU482821.1"
"3330","d1.EU482822.1"
"3331","d1.EU482823.1"
"3332","d1.EU482824.1"
"3333","d1.EU482825.1"
"3334","d1.EU359008.1"
"3335","d1.EU482827.1"
"3336","d1.EU482828.1"
"3337","d1.EU280167.1"
"3338","d1.EU482826.1"
"3339","d1.EU179861.1"
"3340","d1.EU179860.1"
"3341","d1.EU081226.1"
"3342","d1.EU081229.1"
"3343","d1.EU081227.1"
"3344","d1.EU081228.1"
"3345","d1.EU081230.1"
"3346","d1.EU081232.1"
"3347","d1.EU081233.1"
"3348","d1.EU081234.1"
"3349","d1.EU081235.1"
"3350","d1.EU081236.1"
"3351","d1.EU081231.1"
"3352","d1.EU081237.1"
"3353","d1.EU081238.1"
"3354","d1.EU081239.1"
"3355","d1.EU081240.1"
"3356","d1.EU081241.1"
"3357","d1.EU081243.1"
"3358","d1.EU081242.1"
"3359","d1.EU081246.1"
"3360","d1.EU081245.1"
"3361","d1.EU081247.1"
"3362","d1.EU081248.1"
"3363","d1.EU081249.1"
"3364","d1.EU081244.1"
"3365","d1.EU081250.1"
"3366","d1.EU081253.1"
"3367","d1.EU081251.1"
"3368","d1.EU081252.1"
"3369","d1.EU081254.2"
"3370","d1.EU081255.1"
"3371","d1.EU081256.1"
"3372","d1.EU081258.1"
"3373","d1.EU081261.1"
"3374","d1.EU081260.1"
"3375","d1.EU081259.1"
"3376","d1.EU081257.1"
"3377","d1.EU081262.2"
"3378","d1.EU081264.1"
"3379","d1.EU081265.1"
"3380","d1.EU081263.1"
"3381","d1.EU081268.1"
"3382","d1.EU081266.1"
"3383","d1.EU081267.1"
"3384","d1.EU081269.1"
"3385","d1.EU081270.1"
"3386","d1.EU081271.1"
"3387","d1.EU081273.1"
"3388","d1.EU081274.1"
"3389","d1.EU081272.1"
"3390","d1.EU081275.1"
"3391","d1.EU081276.1"
"3392","d1.EU081277.1"
"3393","d1.EU081279.1"
"3394","d1.EU081278.1"
"3395","d1.EU081281.1"
"3396","d1.EU081280.1"
"3397","d1.DQ672556.1"
"3398","d1.DQ672557.1"
"3399","d1.DQ672558.1"
"3400","d1.EF457905.1"
"3401","d1.DQ672559.1"
"3402","d1.DQ672560.1"
"3403","d1.DQ672562.1"
"3404","d1.DQ672563.1"
"3405","d1.DQ672564.1"
"3406","d1.DQ672561.1"
"3407","d1.DQ285558.1"
"3408","d1.DQ285559.1"
"3409","d1.DQ285561.1"
"3410","d1.DQ285560.1"
"3411","d1.EF025110.1"
"3412","d1.EF032590.1"
"3413","d1.DQ285562.1"
"3414","d1.AY713474.1"
"3415","d1.AY713473.1"
"3416","d1.AY713475.1"
"3417","d1.AY713476.1"
"3418","d1.AY722801.1"
"3419","d1.AY722802.1"
"3420","d1.AY726549.1"
"3421","d1.AY726550.1"
"3422","d1.AY722803.1"
"3423","d1.AY726551.1"
"3424","d1.AY726554.1"
"3425","d1.AY726552.1"
"3426","d1.AY726553.1"
"3427","d1.AY732474.1"
"3428","d1.AY732475.1"
"3429","d1.AY726555.1"
"3430","d1.AY732477.1"
"3431","d1.AY732476.1"
"3432","d1.AY732478.1"
"3433","d1.AY732480.1"
"3434","d1.AY732479.1"
"3435","d1.AY732481.1"
"3436","d1.AY732482.1"
"3437","d1.DQ193572.1"
"3438","d1.AY732483.1"
"3439","d1.AY376737.1"
"3440","d1.AY708047.1"
"3441","d1.AB195673.1"
"3442","d1.AB204803.1"
"3443","d1.AY835999.4"
"3444","d1.AB189121.1"
"3445","d1.AB189120.1"
"3446","d1.AY762084.1"
"3447","d1.AY277659.2"
"3448","d1.AY277664.2"
"3449","d1.AY277666.2"
"3450","d1.AY277665.2"
"3451","d1.AB178040.1"
"3452","d1.AY373427.1"
"3453","d1.AY206457.3"
"3454","d1.AY376738.1"
"3455","d1.AF311956.1"
"3456","d1.AF311957.1"
"3457","d1.AF513110.1"
"3458","d1.AF226685.2"
"3459","d1.AF311958.1"
"3460","d1.AF514876.3"
"3461","d1.AF514878.2"
"3462","d1.AF514883.2"
"3463","d1.AB074760.1"
"3464","d1.AB074761.1"
"3465","d1.AF514889.3"
"3466","d1.AF514885.3"
"3467","d1.AF309641.1"
"3468","d1.AF298807.1"
"3469","d1.AF298808.1"
"3470","d1.AF180817.1"
"3471","d1.U88535.1"
"3472","d1.AF226687.2"
"3473","d1.AF350498.1"
"3474","d1.M87512.1"
"3475","d1.MN567692.1"
"3476","d1.MN567693.1"
"3477","d1.MH450297.1"
"3478","d1.MN567694.1"
"3479","d1.MN567697.1"
"3480","d1.MN567696.1"
"3481","d1.MN567695.1"
"3482","d1.MH450301.2"
"3483","d1.MH450303.1"
"3484","d1.MH450304.1"
"3485","d1.MH450306.1"
"3486","d1.KY586307.1"
"3487","d1.KY586308.1"
"3488","d1.KY586309.1"
"3489","d1.KY369949.1"
"3490","d1.KY586306.1"
"3491","d1.KY586310.1"
"3492","d1.KY586311.1"
"3493","d1.KY586313.1"
"3494","d1.KY586315.1"
"3495","d1.KY586312.1"
"3496","d1.KY586314.1"
"3497","d1.KY586316.1"
"3498","d1.KY586318.1"
"3499","d1.KY586317.1"
"3500","d1.KY586319.1"
"3501","d1.KY586320.1"
"3502","d1.KY586321.1"
"3503","d1.KY586322.1"
"3504","d1.KY586325.1"
"3505","d1.KY586324.1"
"3506","d1.KY586326.1"
"3507","d1.KY586323.1"
"3508","d1.KY586327.1"
"3509","d1.KY586328.1"
"3510","d1.KY586329.1"
"3511","d1.KY586330.1"
"3512","d1.KY586332.1"
"3513","d1.KY586333.1"
"3514","d1.KY586334.1"
"3515","d1.KY586331.1"
"3516","d1.KY586335.1"
"3517","d1.KY586337.1"
"3518","d1.KY586339.1"
"3519","d1.KY586336.1"
"3520","d1.KY586340.1"
"3521","d1.KY586338.1"
"3522","d1.KY586341.1"
"3523","d1.KY586342.1"
"3524","d1.KY586343.1"
"3525","d1.KY586346.1"
"3526","d1.KY586344.1"
"3527","d1.KY586345.1"
"3528","d1.KY586349.1"
"3529","d1.KY586348.1"
"3530","d1.KY586350.1"
"3531","d1.KY586347.1"
"3532","d1.KY586351.1"
"3533","d1.KY586353.1"
"3534","d1.KY586352.1"
"3535","d1.KY586355.1"
"3536","d1.KY586354.1"
"3537","d1.KY586357.1"
"3538","d1.KY586356.1"
"3539","d1.KY586358.1"
"3540","d1.KY586359.1"
"3541","d1.KY586360.1"
"3542","d1.KY586361.1"
"3543","d1.KY586362.1"
"3544","d1.KY586363.1"
"3545","d1.KY586364.1"
"3546","d1.KY586365.1"
"3547","d1.KY586366.1"
"3548","d1.KY586370.1"
"3549","d1.KY586368.1"
"3550","d1.KY586367.1"
"3551","d1.KY586369.1"
"3552","d1.KY586373.1"
"3553","d1.KY586374.1"
"3554","d1.KY586372.1"
"3555","d1.KY586371.1"
"3556","d1.KY586375.1"
"3557","d1.KY586377.1"
"3558","d1.KY586376.1"
"3559","d1.KY586378.1"
"3560","d1.KY586380.1"
"3561","d1.KY586379.1"
"3562","d1.KY586381.1"
"3563","d1.KY586383.1"
"3564","d1.KY586382.1"
"3565","d1.KY586384.1"
"3566","d1.KY586387.1"
"3567","d1.KY586385.1"
"3568","d1.KY586388.1"
"3569","d1.KY586386.1"
"3570","d1.KY586389.1"
"3571","d1.KY586390.1"
"3572","d1.KY586391.1"
"3573","d1.KY586392.1"
"3574","d1.KY586393.1"
"3575","d1.KY586395.1"
"3576","d1.KY586394.1"
"3577","d1.KY586396.1"
"3578","d1.KY586397.1"
"3579","d1.KY586398.1"
"3580","d1.KY586399.1"
"3581","d1.KY586400.1"
"3582","d1.KY586401.1"
"3583","d1.KY586403.1"
"3584","d1.KY586402.1"
"3585","d1.KY586404.1"
"3586","d1.KY586406.1"
"3587","d1.KY586405.1"
"3588","d1.KY586407.1"
"3589","d1.KY586408.1"
"3590","d1.KY586409.1"
"3591","d1.KY586411.1"
"3592","d1.KY586410.1"
"3593","d1.KY586412.1"
"3594","d1.KY586414.1"
"3595","d1.KY586413.1"
"3596","d1.KY586416.1"
"3597","d1.KY586417.1"
"3598","d1.KY586415.1"
"3599","d1.KY586419.1"
"3600","d1.KY586418.1"
"3601","d1.KY586420.1"
"3602","d1.KY586422.1"
"3603","d1.KY586421.1"
"3604","d1.KY586424.1"
"3605","d1.KY586423.1"
"3606","d1.KY586426.1"
"3607","d1.KY586425.1"
"3608","d1.KY586427.1"
"3609","d1.KY586429.1"
"3610","d1.KY586428.1"
"3611","d1.KY586430.1"
"3612","d1.KY586432.1"
"3613","d1.KY586431.1"
"3614","d1.KY586434.1"
"3615","d1.KY586435.1"
"3616","d1.KY586433.1"
"3617","d1.KY586437.1"
"3618","d1.KY586436.1"
"3619","d1.KY586439.1"
"3620","d1.KY586438.1"
"3621","d1.KY586441.1"
"3622","d1.KY586440.1"
"3623","d1.KY586445.1"
"3624","d1.KY586442.1"
"3625","d1.KY586443.1"
"3626","d1.KY586446.1"
"3627","d1.KY586444.1"
"3628","d1.KY586447.1"
"3629","d1.KY586448.1"
"3630","d1.KY586449.1"
"3631","d1.KY586452.1"
"3632","d1.KY586453.1"
"3633","d1.KY586451.1"
"3634","d1.KY586450.1"
"3635","d1.KY586455.1"
"3636","d1.KY586454.1"
"3637","d1.KY586456.1"
"3638","d1.KY586457.1"
"3639","d1.KY586459.1"
"3640","d1.KY586463.1"
"3641","d1.KY586462.1"
"3642","d1.KY586458.1"
"3643","d1.KY586460.1"
"3644","d1.KY586461.1"
"3645","d1.KY586464.1"
"3646","d1.KY586465.1"
"3647","d1.KY586469.1"
"3648","d1.KY586466.1"
"3649","d1.KY586468.1"
"3650","d1.KY586467.1"
"3651","d1.KY586470.1"
"3652","d1.KY586471.1"
"3653","d1.KY586472.1"
"3654","d1.KY586473.1"
"3655","d1.KY586475.1"
"3656","d1.KY586474.1"
"3657","d1.KY586477.1"
"3658","d1.KY586476.1"
"3659","d1.KY586478.1"
"3660","d1.KY586479.1"
"3661","d1.KY586480.1"
"3662","d1.KY586481.1"
"3663","d1.KY586482.1"
"3664","d1.KY586483.1"
"3665","d1.KY586484.1"
"3666","d1.KY586486.1"
"3667","d1.KY586485.1"
"3668","d1.KY586487.1"
"3669","d1.KY586488.1"
"3670","d1.KY586489.1"
"3671","d1.KY586492.1"
"3672","d1.KY586490.1"
"3673","d1.KY586495.1"
"3674","d1.KY586491.1"
"3675","d1.KY586493.1"
"3676","d1.KY586494.1"
"3677","d1.KY586496.1"
"3678","d1.KY586497.1"
"3679","d1.KY586498.1"
"3680","d1.KY586502.1"
"3681","d1.KY586500.1"
"3682","d1.KY586499.1"
"3683","d1.KY586501.1"
"3684","d1.KY586504.1"
"3685","d1.KY586503.1"
"3686","d1.KY586505.1"
"3687","d1.KY586509.1"
"3688","d1.KY586508.1"
"3689","d1.KY586506.1"
"3690","d1.KY586507.1"
"3691","d1.KY586510.1"
"3692","d1.KY586511.1"
"3693","d1.KY586512.1"
"3694","d1.KY586513.1"
"3695","d1.KY586514.1"
"3696","d1.KY586515.1"
"3697","d1.KY586517.1"
"3698","d1.KY586516.1"
"3699","d1.KY586518.1"
"3700","d1.KY586519.1"
"3701","d1.KY586520.1"
"3702","d1.KY586521.1"
"3703","d1.KY586523.1"
"3704","d1.KY586524.1"
"3705","d1.KY586525.1"
"3706","d1.KY586522.1"
"3707","d1.KY586528.1"
"3708","d1.KY586526.1"
"3709","d1.KY586527.1"
"3710","d1.KY586529.1"
"3711","d1.KY586530.1"
"3712","d1.KY586531.1"
"3713","d1.KY586533.1"
"3714","d1.KY586532.1"
"3715","d1.KY586536.1"
"3716","d1.KY586535.1"
"3717","d1.KY586534.1"
"3718","d1.KY586538.1"
"3719","d1.KY586537.1"
"3720","d1.KY586541.1"
"3721","d1.KY586540.1"
"3722","d1.KY586539.1"
"3723","d1.KY586543.1"
"3724","d1.KY586542.1"
"3725","d1.KY586544.1"
"3726","d1.KY586546.1"
"3727","d1.KY586545.1"
"3728","d1.KT445956.1"
"3729","d1.KT445960.1"
"3730","d1.KT445957.1"
"3731","d1.KT445955.1"
"3732","d1.KT445958.1"
"3733","d1.KT445959.1"
"3734","d1.KT445961.1"
"3735","d1.KT445962.1"
"3736","d1.KR919821.1"
"3737","d1.KT445963.1"
"3738","d1.DH006"
"3739","d1.KR071622.1"
"3740","d1.KP772252.1"
"3741","d1.DH008"
"3742","d1.KR919820.1"
"3743","d1.KR052012.1"
"3744","d1.DH009"
"3745","d1.DH010"
"3746","d1.DH012"
"3747","d1.DH011"
"3748","d1.DH014"
"3749","d1.DH015"
"3750","d1.DH019"
"3751","d1.DH018"
"3752","d1.DH021"
"3753","d1.DH022"
"3754","d1.DH024"
"3755","d1.DH025"
"3756","d1.DH027"
"3757","d1.DH026"
"3758","d1.DH034"
"3759","d1.DH035"
"3760","d1.DH028"
"3761","d1.DH036"
"3762","d1.DH039"
"3763","d1.DH038"
"3764","d1.DH037"
"3765","d1.DH040"
"3766","d1.DH041"
"3767","d1.DH042"
"3768","d1.DH047"
"3769","d1.DH048"
"3770","d1.MZ284953.1"
"3771","d1.DH049"
"3772","d1.DH121"
"3773","d1.MN448607.1"
"3774","d1.MZ285732.1"
"3775","d1.OA02"
"3776","d1.OA01"
"3777","d1.OA03"
"3778","d1.OA04"
"3779","d1.OA05"
"3780","d1.OA06"
"3781","d1.OA07"
"3782","d1.OA08"
"3783","d1.OA09"
"3784","d1.OA10"
"3785","d1.OA11"
"3786","d1.OA12"
"3787","d1.DH032r"
"3788","d1.DH020r"
"3789","d1.DH033r"
"3790","d1.DH041r"
"3791","d1.DH066r"
"3792","d1.MZ857205.1"
"3793","d1.MZ857203.1"
"3794","d1.MZ857206.1"
"3795","d1.MZ857216.1"
"3796","d1.MZ857223.1"
"3797","d1.MZ857224.1"
"3798","d1.MZ857227.1"
"3799","d1.OK040059.1"
"3800","d1.OL411495.1"
"3801","d1.OK040060.1"
"3802","d1.OL411496.1"
"3803","d1.OL411497.1"
"3804","d1.OL411498.1"
"3805","d1.OL411499.1"
"3806","d1.OL412140.1"
"3807","d1.OL412678.1"
"3808","d1.MW165877.1"
"3809","d1.OL412703.1"
"3810","d1.OK562744.1"
"3811","d1.OK562731.1"
"3812","d1.OK562728.1"
"3813","d1.OK534154.1"
"3814","d1.MZ619036.1"
"3815","d1.MZ619037.1"
"3816","d1.MZ619038.1"
"3817","d1.MZ619039.1"
"3818","d1.MZ619040.1"
"3819","d1.MW793681.1"
"3820","d1.MW793680.1"
"3821","d1.MW793678.1"
"3822","d1.MW793682.1"
"3823","d1.MW793679.1"
"3824","d1.MW793683.1"
"3825","d1.MW793684.1"
"3826","d1.MW793685.1"
"3827","d1.MW793688.1"
"3828","d1.MW793687.1"
"3829","d1.MW793690.1"
"3830","d1.MW793691.1"
"3831","d1.MW793686.1"
"3832","d1.MW793689.1"
"3833","d1.MW793692.1"
"3834","d1.MW793694.1"
"3835","d1.MW793695.1"
"3836","d1.MW793696.1"
"3837","d1.MW793697.1"
"3838","d1.MW793693.1"
"3839","d1.MW793698.1"
"3840","d1.MW793699.1"
"3841","d1.MW793700.1"
"3842","d1.MW793701.1"
"3843","d1.MW793703.1"
"3844","d1.MW793705.1"
"3845","d1.MW793704.1"
"3846","d1.MW793702.1"
"3847","d1.MW793706.1"
"3848","d1.MW793707.1"
"3849","d1.MW793708.1"
"3850","d1.MW793709.1"
"3851","d1.MW793710.1"
"3852","d1.ON123563.1"
"3853","d1.OK448162.1"
"3854","d1.ON123565.1"
"3855","d1.ON123564.1"
"3856","d1.ON123566.1"
"3857","d1.ON123567.1"
"3858","d1.ON038478.1"
"3859","d1.ON109597.1"
"3860","d1.ON038479.1"
"3861","d1.ON123671.1"
"3862","d1.ON038480.1"
"3863","d1.ON038481.1"
"3864","d1.ON038482.1"
"3865","d1.ON038484.1"
"3866","d1.ON038483.1"
"3867","d1.ON038485.1"
"3868","d1.ON038486.1"
"3869","d1.ON038487.1"
"3870","d1.ON038488.1"
"3871","d1.ON038489.1"
"3872","d1.ON038490.1"
"3873","d1.ON038491.1"
"3874","d1.OM833056.1"
"3875","d1.OM833055.1"
"3876","d1.OM833057.1"
"3877","d1.OK469341.1"
"3878","d1.OM833058.1"
"3879","d1.OM833059.1"
"3880","d1.OK469344.1"
"3881","d1.OK469342.1"
"3882","d1.OK469343.1"
"3883","d1.OM666557.1"
"3884","d1.ON005141.1"
"3885","d1.OM666558.1"
"3886","d1.OM654347.1"
"3887","d1.OM654348.1"
"3888","d1.OM349567.1"
"3889","d1.OM349568.1"
"3890","d1.LC652827.1"
"3891","d1.LC652828.1"
"3892","d1.OK605754.1"
"3893","d1.OK605755.1"
"3894","d1.OK605753.1"
"3895","d1.OL452067.1"
"3896","d1.OK605756.1"
"3897","d1.DH131"
"3898","d1.OM033409.1"
"3899","d1.DH141"
"3900","d1.DH150"
"3901","d1.DH142"
"3902","d1.DH144"
"3903","d1.DH146"
"3904","d1.DH145"
"3905","d1.DH147"
"3906","d1.DH005_AMPL"
"3907","d1.DH002_AMPL"
"3908","d1.DH148"
"3909","d1.DH143"
"3910","d1.Yale-DN00284"
"3911","d1.Yale-DN00270"
"3912","d1.Yale-DN00273"
"3913","d1.Yale-DN00243"
"3914","d1.Yale-DN00333"
"3915","d1.Yale-DN00221"
"3916","d1.Yale-DN00266"
"3917","d1.Yale-DN00256"
"3918","d1.Yale-DN00201"
"3919","d1.Yale-DN00236"
"3920","d1.Yale-DN00033"
"3921","d1.Yale-DN00240"
"3922","d1.Yale-DN00054"
"3923","d1.Yale-DN00073"
"3924","d1.Yale-DN00355"
"3925","d1.Yale-DN00058"
"3926","d1.Yale-DN00232"
"3927","d1.Yale-DN00565"
"3928","d1.Yale-DN00544"
"3929","d1.Yale-DN00619-1"
"3930","d1.Yale-DN00629"
"3931","d1.Yale-DN00756-1"
"3932","d1.US/DB323/2022"
"3933","d1.US/DB324/2022"
"3934","d1.Yale-DN00592"
"3935","d1.Yale-DN00664"
"3936","d1.Yale-DN00771-1"
"3937","d1.US/DB325/2022"
"3938","d1.US/DB326/2022"
"3939","d1.US/DB327/2022"
"3940","d1.Yale-DN00754-2"
"3941","d1.OQ605979.1"
"3942","d1.OQ605977.1"
"3943","d1.OQ605980.1"
"3944","d1.OQ605982.1"
"3945","d1.OQ605981.1"
"3946","d1.OQ605978.1"
"3947","d1.OQ605983.1"
"3948","d1.OQ605987.1"
"3949","d1.OQ605988.1"
"3950","d1.OQ605985.1"
"3951","d1.OQ605986.1"
"3952","d1.OQ605984.1"
"3953","d1.OQ605989.1"
"3954","d1.OQ605991.1"
"3955","d1.OQ605990.1"
"3956","d1.OQ605992.1"
"3957","d1.OQ605993.1"
"3958","d1.OQ605996.1"
"3959","d1.OQ605994.1"
"3960","d1.OQ605997.1"
"3961","d1.OQ605998.1"
"3962","d1.OQ605999.1"
"3963","d1.OQ605995.1"
"3964","d1.OQ593389.1"
"3965","d1.OQ606000.1"
"3966","d1.OQ593390.1"
"3967","d1.OQ593391.1"
"3968","d1.OQ593388.1"
"3969","d1.OQ593393.1"
"3970","d1.OQ593392.1"
"3971","d1.OQ426566.1"
"3972","d1.OQ426567.1"
"3973","d1.OQ426569.1"
"3974","d1.OQ426570.1"
"3975","d1.OQ426568.1"
"3976","d1.OQ426571.1"
"3977","d1.OQ426574.1"
"3978","d1.OQ426572.1"
"3979","d1.OQ426573.1"
"3980","d1.OQ426576.1"
"3981","d1.OQ426575.1"
"3982","d1.OQ426577.1"
"3983","d1.OQ426582.1"
"3984","d1.OQ426579.1"
"3985","d1.OQ426578.1"
"3986","d1.OQ426581.1"
"3987","d1.OQ426580.1"
"3988","d1.OQ426588.1"
"3989","d1.OQ426586.1"
"3990","d1.OQ426585.1"
"3991","d1.OQ426587.1"
"3992","d1.OQ426589.1"
"3993","d1.OQ426584.1"
"3994","d1.OQ426583.1"
"3995","d1.OQ426590.1"
"3996","d1.OQ426593.1"
"3997","d1.OQ426591.1"
"3998","d1.OQ426595.1"
"3999","d1.OQ426597.1"
"4000","d1.OQ426592.1"
"4001","d1.OQ426596.1"
"4002","d1.OQ426598.1"
"4003","d1.OQ426594.1"
"4004","d1.OQ426599.1"
"4005","d1.OQ426601.1"
"4006","d1.OQ426600.1"
"4007","d1.OQ426602.1"
"4008","d1.OQ426604.1"
"4009","d1.OQ426606.1"
"4010","d1.OQ426603.1"
"4011","d1.OQ426605.1"
"4012","d1.OQ426607.1"
"4013","d1.OQ426608.1"
"4014","d1.OQ426609.1"
"4015","d1.OQ426610.1"
"4016","d1.OQ426613.1"
"4017","d1.OQ426611.1"
"4018","d1.OQ426614.1"
"4019","d1.OQ426612.1"
"4020","d1.OQ426615.1"
"4021","d1.OQ426616.1"
"4022","d1.OQ426617.1"
"4023","d1.OQ426618.1"
"4024","d1.OQ426621.1"
"4025","d1.OQ426619.1"
"4026","d1.OQ426620.1"
"4027","d1.OQ426622.1"
"4028","d1.OQ426623.1"
"4029","d1.OQ426624.1"
"4030","d1.OQ426626.1"
"4031","d1.OQ426625.1"
"4032","d1.OQ426628.1"
"4033","d1.OQ426627.1"
"4034","d1.OQ426630.1"
"4035","d1.OQ426629.1"
"4036","d1.OQ426631.1"
"4037","d1.OQ426632.1"
"4038","d1.OQ426634.1"
"4039","d1.OQ426633.1"
"4040","d1.OQ426635.1"
"4041","d1.OQ426637.1"
"4042","d1.OQ426636.1"
"4043","d1.OQ426638.1"
"4044","d1.OQ426639.1"
"4045","d1.OQ426640.1"
"4046","d1.OQ426642.1"
"4047","d1.OQ426641.1"
"4048","d1.OQ426643.1"
"4049","d1.OQ426644.1"
"4050","d1.OQ426645.1"
"4051","d1.OQ426646.1"
"4052","d1.OQ426647.1"
"4053","d1.OQ426649.1"
"4054","d1.OQ426651.1"
"4055","d1.OQ426648.1"
"4056","d1.OQ426652.1"
"4057","d1.OQ426650.1"
"4058","d1.OQ426654.1"
"4059","d1.OQ426653.1"
"4060","d1.OQ426655.1"
"4061","d1.OQ426656.1"
"4062","d1.OQ426658.1"
"4063","d1.OQ426659.1"
"4064","d1.OQ426657.1"
"4065","d1.OQ426660.1"
"4066","d1.OQ426661.1"
"4067","d1.OQ426662.1"
"4068","d1.OQ426664.1"
"4069","d1.OQ426663.1"
"4070","d1.OQ426665.1"
"4071","d1.OQ426666.1"
"4072","d1.OQ426667.1"
"4073","d1.OQ426668.1"
"4074","d1.OQ426669.1"
"4075","d1.OQ426670.1"
"4076","d1.OQ426673.1"
"4077","d1.OQ426672.1"
"4078","d1.OQ426671.1"
"4079","d1.OQ426674.1"
"4080","d1.OQ426676.1"
"4081","d1.OQ426675.1"
"4082","d1.OQ426678.1"
"4083","d1.OQ426677.1"
"4084","d1.OQ426679.1"
"4085","d1.OQ426680.1"
"4086","d1.OQ426681.1"
"4087","d1.OQ426684.1"
"4088","d1.OQ426682.1"
"4089","d1.OQ426683.1"
"4090","d1.OQ426685.1"
"4091","d1.OQ426686.1"
"4092","d1.OQ426688.1"
"4093","d1.OQ426689.1"
"4094","d1.OQ426687.1"
"4095","d1.OQ426691.1"
"4096","d1.OQ426692.1"
"4097","d1.OQ426690.1"
"4098","d1.OQ426693.1"
"4099","d1.OQ426694.1"
"4100","d1.OQ426695.1"
"4101","d1.OQ426696.1"
"4102","d1.OQ426697.1"
"4103","d1.OQ426698.1"
"4104","d1.OQ426699.1"
"4105","d1.OQ426700.1"
"4106","d1.OQ426702.1"
"4107","d1.OQ426701.1"
"4108","d1.OQ426703.1"
"4109","d1.OQ426704.1"
"4110","d1.OQ426705.1"
"4111","d1.OQ426707.1"
"4112","d1.OQ426706.1"
"4113","d1.OQ426708.1"
"4114","d1.OQ426709.1"
"4115","d1.OQ426710.1"
"4116","d1.OQ426711.1"
"4117","d1.OQ426713.1"
"4118","d1.OQ426714.1"
"4119","d1.OQ426712.1"
"4120","d1.OQ426716.1"
"4121","d1.OQ426715.1"
"4122","d1.OQ426717.1"
"4123","d1.OQ426718.1"
"4124","d1.OQ426719.1"
"4125","d1.OQ426720.1"
"4126","d1.OQ426723.1"
"4127","d1.OQ426721.1"
"4128","d1.OQ426722.1"
"4129","d1.OQ426724.1"
"4130","d1.OQ426725.1"
"4131","d1.OQ426726.1"
"4132","d1.OQ426730.1"
"4133","d1.OQ426727.1"
"4134","d1.OQ426729.1"
"4135","d1.OQ426728.1"
"4136","d1.OQ426732.1"
"4137","d1.OQ426731.1"
"4138","d1.OQ426733.1"
"4139","d1.OQ426734.1"
"4140","d1.OQ426736.1"
"4141","d1.OQ426735.1"
"4142","d1.OQ426738.1"
"4143","d1.OQ426740.1"
"4144","d1.OQ426739.1"
"4145","d1.OQ426741.1"
"4146","d1.OQ426742.1"
"4147","d1.OQ426743.1"
"4148","d1.OQ426744.1"
"4149","d1.OQ426746.1"
"4150","d1.OQ426747.1"
"4151","d1.OQ426745.1"
"4152","d1.OQ426749.1"
"4153","d1.OQ426748.1"
"4154","d1.OQ426737.1"
"4155","d1.OQ426750.1"
"4156","d1.OQ426751.1"
"4157","d1.OQ426752.1"
"4158","d1.OQ426754.1"
"4159","d1.OQ426756.1"
"4160","d1.OQ426753.1"
"4161","d1.OQ426755.1"
"4162","d1.OQ339084.1"
"4163","d1.OQ339085.1"
"4164","d1.OQ080031.1"
"4165","d1.OQ080034.1"
"4166","d1.OQ080036.1"
"4167","d1.OQ080037.1"
"4168","d1.OM281569.1"
"4169","d1.OM281570.1"
"4170","d1.OM281571.1"
"4171","d1.OM281572.1"
"4172","d1.OM281573.1"
"4173","d1.OM281576.1"
"4174","d1.OM281574.1"
"4175","d1.OM281575.1"
"4176","d1.OM281578.1"
"4177","d1.OM281577.1"
"4178","d1.OM281579.1"
"4179","d1.OQ339083.1"
"4180","d1.OM281582.1"
"4181","d1.OM281581.1"
"4182","d1.OM281580.1"
"4183","d1.OM281583.1"
"4184","d1.OM281589.1"
"4185","d1.OM281590.1"
"4186","d1.OM281584.1"
"4187","d1.OM281585.1"
"4188","d1.OM281588.1"
"4189","d1.OM281586.1"
"4190","d1.OM281587.1"
"4191","d1.OM281591.1"
"4192","d1.OM281592.1"
"4193","d1.OM281596.1"
"4194","d1.OM281595.1"
"4195","d1.OM281597.1"
"4196","d1.OQ061266.1"
"4197","d1.OM281594.1"
"4198","d1.OM281598.1"
"4199","d1.OM281599.1"
"4200","d1.OM281593.1"
"4201","d1.OQ061315.1"
"4202","d1.OP984871.1"
"4203","d1.OP898557.1"
"4204","d1.OP895911.1"
"4205","d1.OP895912.1"
"4206","d1.OP898558.1"
"4207","d1.OP895913.1"
"4208","d1.OP895914.1"
